URI,name,text
"<http://dbpedia.org/resource/Harvey_Bostrom>","Harvey Bostrom","harvey kenneth bostrom born february 11 1946 in st boniface manitoba is a former politician in manitoba canada he was a new democratic member of the legislative assembly of manitoba from 1973 to 1981the son of joseph rubin bostrom he was educated at the university of manitoba and subsequently worked as a teacher and economist in 1969 bostrom married sandra louise mcnabb he was first elected to the manitoba legislature in the provincial election of 1973 in the northern riding of rupertsland despite his relative youth and inexperience he was appointed to the cabinet of edward schreyer on december 23 1974 being named as minister of cooperative development with responsibility for lands and renewable resources he was named minister of renewable resources and transportation services on october 15 1975 and held this position until the schreyer government was defeated in the election of 1977bostrom himself was reelected in the 1977 election with a reduced majority in 1979 he supported howard pawleys successful bid to succeed schreyer as party leader bostrom did not seek reelection in the 1981 electionhe entered the civil service after leaving politics and become the executive director of the provinces native affairs secretariat later renamed the aboriginal affairs secretariat in 1990 he was appointed acting deputy minister of aboriginal and northern affairs by ndp premier gary doer in 2001 and was given full deputy minister status shortly thereafter"
"<http://dbpedia.org/resource/Noam_Zylberman>","Noam Zylberman","noam zylberman born june 30 1973 in haifa israel is a voice actor best known for the voice of split kit from garbage pail kids and also the voice of bentley raccoon in the popular animated series the raccoons from 1987 to 1990he also played chip on hello kittys furry tale theater billy in popples bobby in the police academy cartoon series rusty wildwood in sylvanian families curtis shumway in alf tales fritz in the 1990 animated movie the nutcracker suite buddy in little rosey stoke in iggy arbuckle fidge in the star wars droids cartoon special the great heep and tiger in the 1987 animated feature the wild puffalumps as well as different voices in tales from the cryptkeeper cops babar my pet monster and the care bearsin 1991 he received a nomination for the young artist award for best young actor in a cable special last train home 1990he has also appeared on camera in television shows and films such as katts and dog kung fu the legend continues double standard friday the 13th the series love and hate the story of colin and joanne thatcher the magic library the long road home war of the worlds lantern boy t and t my secret identity tom alone a town torn apart the playground joshua then and now jane of lantern hill adderly shoot me tigers in a cage circus on the moon kids just want to have fun verdict and last train homehe also starred in the leading role as a child in the canadian movie the outside chance of maximilian glickhas an older sister ilana"
"<http://dbpedia.org/resource/Robert_Petit>","Robert Petit","robert petit is a canadian lawyer who during 2006 and 2009 was the international coprosecutor for the extraordinary chambers in the courts of cambodia which is aiming to try khmer rouge leaders for violations of international criminal law in cambodia between 1975 and 1979 he led the investigation and prosecution of five senior most leaders of the khmer rouge namely nuon chea ieng sary ieng thirith khieu samphan and kang kek iew the last was recently convicted for war crimes and crimes against humanity petit also initiated the prosecution of five other khmer rouge leaders whose cases are still under investigation by the united nationsbacked tribunal petit was a crown prosecutor in montreal for eight years from 1996 to 1999 he was a legal officer in the office of the prosecutor of the international criminal tribunal for rwanda between 1999 and 2004 he was a regional legal advisor for the united nations interim administration mission in kosovo a prosecutor for the serious crimes unit of the united nations mission of support to east timor and a senior trial attorney for the special court for sierra leone at the rwanda tribunal petit drafted indictments in the government butare hategekimana and nizeyimana cases at the special court for sierra leone he led the task force that prosecuted six indictees in two separate cases for crimes against humanity including terrorism and war crimes in unmik petit provided legal advice to the international administrator of one of five regions of kosovo on various issues including the implementation of an international judiciary and issues arising out of the deployment of international police and armed forces in unmit he exercised criminal investigative functions and led the prosecutions of persons suspected of mass crimes committed during a period of national political transition in east timorcurrently petit serves as a counsel in the crimes against humanity and the war crimes section of justice canada he is responsible for investigating mass atrocity cases in canadian courts with special focus on africa and latin americapetit was called to the quebec bar in 1987 and has spoken and written extensively on international humanitarian and human rights laws in 2009 he received the frederick k cox international humanitarian award for global reform at the case western school of law cleveland he speaks fluent english and french petit was selected in 2011 as one of the four final candidates to succeed luis morenoocampo as the prosecutor of the international criminal court in the hague"
"<http://dbpedia.org/resource/Shaun_Caton>","Shaun Caton","shaun caton is a british performance artist and painter who has created over 280 live performances worldwide since the early 1980s often characterised by extreme duration some performances have lasted 3 weeks or brevity some performances just 17 minutes his works incorporate the installation of ancient and organic items with the making of gigantic paintings often illuminated by ultraviolet lighting these works strongly reflect prehistoric or apocalyptic imagerycatons work evolved through the 1980s gradually forming the ritualistic hallmark that he has come to be recognised and associated with his work is deeply informed by a study of ice age cave art and portable art and in 20072008 he visited many of the painted caves in the dordogne region of france caton studied at winchester school of art and goldsmiths london and became interest in experimenting with living art and the human body his work is emotional and operates on many levels employing specially created soundtracks composed in collaboration with sound artists brownsierra altered lighting conditions use of shadow play with puppetry live action and sculptural installationhe has also used smell as an intrinsic aspect of his performances to evoke a primordial atmosphere the performances shares an affinity with the activities and cosmological work of shamans the complex symbolism of alchemy and a knowledge of prehistoric art in many ways it is evocative of the concept of the wunderkammer or the 17th century cabinet of curiosities it frequently uses paradox a typical performance may last up to 7 hours during which time caton creates hundreds of automatic drawings which are often obliterated and turned into new imageshis work has been variously described asepic primordial performance and shamanic scribbles tactilebosch 2009genuinely terrifyinglike eavesdropping on the home life of a serial killer the scotsman 2009a cyber shamanic rave flux magazine 2010his paintings have been exhibited both as part of his performances and independently in galleries and museums worldwide semifigurative and often playful they are mostly derived from the objects and items he collects and uses in living breathing pictures performancescaton has amassed a considerable array of strange props that he animates in his performances such as huge stuffed fish heads petrified tree fungi lead and pewter medieval toyspilgrims badges ceramic shards fossils bones masks ancient dolls victorian photographs his performances are recognisable by their obsessive use of multilayering and vivid colours whereas his paintings are often in a muted palette of browns blues greys and blacks recently he made hundreds of minuscule drawings that could only be viewed with a magnifying lens in ultraviolet light"
"<http://dbpedia.org/resource/Nancy_Ames>","Nancy Ames","nancy ames born 1937 as nancy hamilton alfaro is an american folk singer and songwriter she regularly appeared on the american version of the television series that was the week that was the tw3 girl as she was known sang the show theme and special material she was born in washington dc she is the granddaughter of ricardo joaqun alfaro 18821971 who served as president of panama from 1931 to 1932a folk singer with a partially latin repertoire she was signed to liberty records her first album was entitled cu cu rru cu cu la paloma she broke the top 100 twice in 1966 he wore the green beret her answer song to staff sgt barry sadlers ballad of the green berets hit number 89 and later in the year cry softly also placed in the chartsames has resided in houston texas since 1972 she had a tv show which aired on kprctv channel 2 the houston area nbc affiliate from 197277 she and her husband danny ward are the cofounders of ward and ames special events she is listed as the cowriter of the theme song to the smothers brothers comedy hour with mason williams per williams own 1969 lp entitled music by mason williams"
"<http://dbpedia.org/resource/Alicja_Gescinska>","Alicja Gescinska","alicja gescinska warsaw 1981 is a polishbelgian philosophergescinska obtained a masters degree summa cum laude in moral sciences at ghent university she became doctor of philosophy at the same university in 2012 having written a dissertation on the philosophy of max scheler and karol wojtyla freedom and persons a philosophical inquiry into the meaning of human agency in the thought of max scheler and karol wojtylaher book de verovering van de vrijheid a philosophical and personal reflection on the meaning of freedom was very well received it was awarded by demensnu as the best nonfiction book of 20102011 and was shortlisted for other literary prizes as wellin 2012 she wrote an essay on fear and freedom which is based on the freedom lecture she delivered on liberation day 5 may 2012 at felix meritis in amsterdam the essay concerns the way in which resentment and hatred lead to the decline of personal and political freedomgescinska currently works as a postdoctoral researcher at princeton universityshe is a frequently asked pundit in belgium and the netherlands she is a member of the philosophical team of the dutch newspaper trouw and writes a philosophical column every two weeks for the belgian newspaper de morgen"
"<http://dbpedia.org/resource/Kim_R%C3%B8ntved>","Kim R%C3%B8ntved","kim rntved born may 9 1960 in copenhagen known as the rocket is a danish former professional football soccer player and former head coach of the missouri comets indoor soccer team and current director of operations for the wichita b52s indoor soccer team rntved younger brother of per rntved played for randers fc in 1980 the wichita wings of the major indoor soccer league purchased rntveds contract he spent seven seasons in wichita in 1982 he played outdoor soccer with the tulsa roughnecks of the north american soccer league in 1983 he played for the dallas americans of the american soccer league in 1987 financial difficulties led the wings to release several veteran players including rntved on july 8 1987 he signed as a free agent with the kansas city comets when the comets folded in the summer of 1991 rontved became a free agent in september 1991 he signed as a playerassistant coach with the wings he was the 1993 npsl defender of the year on july 5 1992 he signed with the colorado foxes of the american professional soccer league in 1992 the wichita wings moved to the national professional soccer league in 1998 the wings came under new ownership and they released rontved he then signed as a free agent with the kansas city attackrntved is a 17time allstar and a fan favorite during his playing days with indoor soccer team wichita wings he was formally inducted into the indoor soccer hall of fame in february 2014kim rntved a former kansas city comets star was named the head coach of the missouri comets on august 16 2010 the missouri comets assistant coach vlatko andonovski was promoted to head coach on august 29 2013 succeeding rntved in october 2014 it was announced that he was named director of operations for the wichita b52s indoor soccer team for the 20142015 season"
"<http://dbpedia.org/resource/Mary_Fitzgerald_(artist)>","Mary Fitzgerald (artist)","mary fitzgerald born 1956 is an irish artist who lives and works in dublin and county waterford after graduating from the national college of art and design dublin in 1977 she moved to japan where she lived and exhibited between 1979 and 1981 fitzgerald has held numerous solo exhibitions in ireland europe and the united states and has participated in group exhibitions worldwide she has represented ireland at rosc limaginaire irlandais and the xviii bienal de sao paulo her 2009 show afterlife which was held at the fenton gallery cork was reviewed in the irish times by aidan dunne on 27 may 2009 the exhibit was accompanied by the publication of a limited edition large format book by the same name published by four courts press it presented five of her recent works along with an essay by caoimhn mac giolla lith mac giolla lith is an art critic and lecturer and served on the 2005 turner prize jury along with nicholas serota director of the tate it was her first show since 1995 and was a return to a career interrupted by a car accident in the mid1980s that forced a creative hiatus she works out her studio in dublin as well as her home in waterford and has also resumed her travels recently spending time in africa the antarctic south america and asia she was in sri lanka when the tsunami hit in 2004 the sense of violence catastrophe and mortality is often reflected in her workfitzgeralds recent work has been characterised as an attempt to convey vulnerability through images which are impermanent transient and almost invisible she often utilises smoke grease and water condensation encased in plexiglass throughout the 1980s and early 1990s her work was largely spare and austere and she appeared to prefer a limited palette she often worked with a variety of media including glass metal fabric and paper and has designed a number of tapestries and carpets as well as costume designs for opera an understated approach is a continuing theme in her work the years she spent in japan clearly influenced her work and it sometimes featured quasicalligraphic marks characteristic of asian art she also works with materials that have a certain fragility and has been quoted as saying that as all experience is qualified by the inevitability of the end most art and hers in particular has a fundamental concern with death in conversation with felicity woolf fitzgeralds subjects could be described as grim focusing as they do on pain loss vulnerability to disaster the transience and fragility of life but her work does not depress there is an elegant austerity and a calm stillness to it work can be a way of coming to terms with difficult things and making something meaningful from what might otherwise overwhelm and destroy a 2009 video installation caoineadh 1 lament in irish has a rueful humour to it a pleading to get through the doorfrom 26 january 2012 3 march 2012 the first exhibition by mary fitzgerald at the green on red gallery in dublin takes place and is her first in dublin for some years the exhibition consists of an array of projected looped and even live images and objects installed in the gallery drawing and insinuating the viewer into the realm of its layered and sitespecific arrangement halflife is a dramatic shift in the artists practice and by any standard one of the most ambitious in its aims and realisation this seems wholly appropriate however for an artist of fitzgeralds ability and radicalism one can recognise themes and subtleties here that are wholly consistent with the younger fitzgerald for example even of her earlier works in oil on canvas fitzgerald was acutely aware of how the viewer and the object viewed cohabited the work has a physical relationship with the audience who share the same space it begins the process of communication the absence here of oil organisms metal pins etc on painted canvas or panel will surprise many halflife is nothing if not a new stage on this artists journey and an intriguing invitation to follow suitmortality is a central theme that continues in this exhibition to confront the artist and the viewer in fact through a series of narrative progressions the visitor is innocently plunged into a purgatorial route through the gallerys dimly lit spaces while watching and unwittingly being watched many emotions and themes are explored a sense of disorientation and confusion follows you as you plot through the work through the various media and the many different surface treatments and aspects there is no consistent or even visible horizon time and space are poorly defined in the dim light just as you are looking peering there is the slowly dawning realisation of being caught on camera in a crucial hallofmirrors moment the viewer himherself becomes subject and agent at once you are both actor and acted onthe blank minimal action of the enveloping four screen projection in passage echoes the achingly slow movement in bruce naumans mapping the studio i fat chance john cage 2001 but couldnt be further away in terms of artists studio the walls of fitzgeralds studio are nonexistent instead of containment there is openness to seeming infinityfitzgerald tackles issues of life and death head on we stand on the edge of nothingness and extinction in the extreme antarctic environment filmed on site in drakes passage argentina skeletal remains replace mirror images the exhibition opens and closes with mounds of dust fitzgerald is by no means the first artist to focus on the complete or closing life cycle as a central subject in her work eva hesse bas jan ader damien hirst have all made this universal subject a central inspiration or obsession few have contemplated such serious and pained subjects to such ethereal and entrancing effect through the telling use of sand water seeds dust bones and books the invitation to contemplation gives this journey a real purpose and conclusion notwithstanding regular sharp reminders of the harshest of conditions kant describes the sight of the night sky the expanse of which exceeds the field of vision and eludes the grasp of the imagination it is in the very instant however when the subject painfully experiences the limitations of the capacities of its own senses and finds itself overwhelmed by the vastness of the universe that the subject recognises that it bears the element of universality in itself in the form of the moral principle and can thus justifiably assert itself against the magnificence of nature the sublime becomes the pathway to an intensified sense of selfexperience bas jan ader in search of the miraculous jan verwoert p 51 lightduress by caoimhn macgiolla lith in mary fitzgerald afterlife p 11she was elected a member of aosdna an organisation established by the irish government to honour those who have made an outstanding contribution to the arts in ireland limited to 250 living members in 1990"
"<http://dbpedia.org/resource/Josh_Banks>","Josh Banks","joshua charles banks born july 18 1982 is a former american professional baseball pitcher he is 63 tall and weighs 195 pounds banks attended college at florida international university tony gwynn said banks has eight pitches one of which is a knuckleballhe was selected by the toronto blue jays in the second round of the 2003 major league baseball draft banks major league debut in 2007 with the blue jays on april 23 2008 banks was claimed off waivers by the san diego padresin his first 22 innings as a padre he did not give up any runs this string was broken when david wright singled home jos reyes on june 5 2008 his first loss came weeks later against the new york yankees and joba chamberlain on june 19 2008 the loss was part of a threegame sweep of the padres at yankee stadium the last time the san diego padres ever visited the old yankee stadium in october 2009 banks was granted free agencyon january 4 2010 banks signed a minor league contract with the houston astros and got an invitation to spring training he appeared in 27 games for the round rock express and one game for the astros before becoming a free agent at the end of the seasonon january 31 2011 banks signed a major league contract with the san francisco giants he was released during the seasonon february 28 2012 banks signed a major league contract with the baltimore orioles banks who also pitched for the long island ducks last year has gary sheffield for an agent on 33112 he was released by the orioles"
"<http://dbpedia.org/resource/Lucian_Grainge>","Lucian Grainge","lucian charles grainge cbe born 29 february 1960 is the chairman and chief executive officer of universal music group over the course of his career he has been instrumental in the careers of artists such as amy winehouse abba eurythmics mika duffy take that psychedelic furs sting jamie cullum and andrea bocelli grainge has worked in the music business for his entire career in 2013 grainge was ranked first in billboards power 100 listirving azoff called him the great hope for the music business and jimmy iovine commented that grainge is working to restore a spirit of risktaking and innovation by being willing and open to entrepreneurship and that kind of thing the record industry has gotten depleted ofin an interview with grainge billboard wrote if power means moving markets or greenlighting massive spends universal music group chairman lucian grainge demonstrated a staggering penchant for it when umg completed its 19 billion acquisition of emis recordedmusic assets in september 2012 grainge is a fierce and tireless advocate for the recordedmusic business in 2013 cnet wrote that grainge is positioning universal to lead the pack of major labels in their embracing of new digital opportunities a 2014 frontpage la times profile of grainge said that if anyone can save the music business it might be grainge"
"<http://dbpedia.org/resource/John_Tarnoff>","John Tarnoff","john tarnoff b 1952 is a 30year veteran of the mediaentertainment business with broad management experience as studio executive film and interactive producer and technology entrepreneur he is based in los angeles catarnoffs current focus is to develop stronger ties between the mediaentertainment industry and higher education addressing the challenges of preparing new talent for this rapidly evolving industry in the digital age as a consultant he is developing strategies and programs for clients including carnegie mellon university heinz colleges masters of entertainment industry management graduate program the academy of motion picture arts sciences and acme network a digital distance learning companypreviously he served as head of show development at dreamworks animation his department oversaw a number of futureoriented agendas for the company including the companys internal artistic enrichment program its outreach program to schools in the cg animation space and developing strategies for the front end of the animation process including visual development design and storyboardingsome of the films he has been responsible for include diner the year of living dangerously pink floyd the wall bill teds excellent adventure and the power of one a cofounder of village roadshow pictures he pioneered usaustralian coproductions in the late 1980s and early 1990starnoff branched into multimedia development in 1994 licensing the interactive rights to orwells nineteen eightyfour and creating the game big brother based on the book he and director john badham cowrote the successful pcplaystation game wargames based on badhams hit moviefrom 1995 to 2003 he was the cofounder of talkie inc a technology company that created online conversational animated characters for marketing brand building lead generation customer service and trainingtarnoff holds a ba from amherst college and a ma in spiritual psychology from the university of santa monica he grew up in new york and paris and is a passionate still photographer"
"<http://dbpedia.org/resource/Claire_Sproule>","Claire Sproule","claire sproule born 10 april 1985 is a singersongwriter from county donegal irelandshe was born in derry northern ireland into a musical family her uncle is dith sproule of altan after playing the clarinet for some time she showed an interest in guitar having been brought up listening to tom waits joni mitchell and elvis costello in derry and donegal at the age of 14 she started writing her own songsafter leaving school she began by performing eva cassidy songs in local pubs in donegal before starting to sing her own songs she made a rough demo tape which was sent to both the parlophone and blue note record labels who jointly offered her a recording deal within a week parlophone publishing in europe and blue note in the united states her selftitled debut album claire sproule was released on parlophone on 10 october 2005 the album was produced by stewart levine and included top musicians such as pino palladino the album consist of tracks which sproule wrote between the ages of 17 and 19 and attracted widespread attentionafter the release of her first album sproule played numerous irish television and radio shows including the bbc northern irelands an stuif ceart and rts other voices and the late late showher second album entitled shades of night was released in may 2009"
"<http://dbpedia.org/resource/Ryan_Callus>","Ryan Callus","ryan callus born 22 june 1983 is a maltese politician currently serving as a nationalist mp in the house of representatives of malta he is currently serving as spokesperson for planning and simplification of administrative processesin march 2012 callus was elected deputy mayor of the siggiewi local council he was subsequently elected a member of parliament in march 2013 after contesting for the first time the sixth district including siggiewi hal luqa and hal qormihe obtained 1595 votes in the first count and elected in the 11th count with 3916 votesan engineer by profession having graduated at the university of malta in 2005 hon callus completed a private pilot licence at the delta connection academy in florida in 2008 callus obtained a master of science in project management from the lancaster university management school in the united kingdomcallus held a number of voluntary positions namely that of president of the university engineering student association uesa chairperson of the 2006 malta engineering excellence awards and public relations officer of the chamber of engineersin addition he served as an executive member of the moviment gaag partit nazzjonalista mpn from 20062014 and was elected its international secretary in 2010 in may 2011 he was elected vicepresident of the youth of the european peoples party yepp being the first to be elected with 99 of valid votes cast"
"<http://dbpedia.org/resource/Anne_Dickson>","Anne Dickson","anne letitia dickson born 18 april 1928 is a former northern ireland unionist politicianborn in london she moved with her family to northern ireland at an early age and was educated at holywood and richmond lodge school after service as the chair of the northern ireland advisory board of the salvation army she become actively involved in politics for the ulster unionist party elected as chair of the carrick division unionist association she later became a member of the newtownabbey urban district council serving as vicechair of the council from 1967 to 1969she was then elected as an ulster unionist politician for the carrick constituency in the parliament of northern ireland at stormont as a supporter of the prime minister terence oneill after the dissolution of the stormont parliament she was elected in the 1973 assembly election for south antrim as an independent unionist candidate having resigned from the uup in 1972 after the ulster unionist party split in 19734 over the sunningdale agreement she joined the newly formed unionist party of northern ireland upni along with other supporters of the former northern ireland prime minister brian faulkner she retained her seat in south antrim in the 1975 constitutional convention election after the retirement of brian faulkner she became leader of the unionist party of northern ireland upni in 1976 becoming the first woman to lead a major political party in northern irelandin 1979 she contested the belfast north constituency in the westminster election polling 10 of the vote the best performance by a upni candidate in northern ireland however her intervention was sufficient to split the moderate unionist vote resulting in the seat being gained by the dup the upni disbanded in 1981 after poor results in the local government elections that year and dickson retired from active politics subsequently she was chair of the northern ireland consumer council from 1985 to 1990"
"<http://dbpedia.org/resource/Glenn_Price>","Glenn Price","dr glenn d price is a canadian conductor who is the director of wind studies at the cincinnati collegeconservatory of musicdr price holds a bmus from the university of toronto and an mmus and dma from the eastman school of music at rochester university and has an international reputation as one of the leading conductors of his generation an active conductor on the international scene price has conducted professional and student orchestras and wind ensembles throughout north america as well as in europe the united kingdom south america the middle east and asia he is the appointed artistic director for the international youth wind orchestra conducts the imc concert orchestra and serves as the conductor for the national youth wind orchestra of great britain where he is next scheduled to conduct in the summer of 2014 in addition to his appearances as a conductor dr price serves extensively as a prominent music educator clinician guest lecturer and speaker for a variety of professional organizations around the worldcurrent engagements include appearances in england for the cheltenham international music festival as guest conductor with the royal northern college of music wind orchestra in ireland for the international youth wind orchestra the hong kong band festival the california band directors association 50th anniversary conference the american bandmasters association and teaching the conducting masterclass for the jungfrau music festival in switzerland he will appear with the top professional ensembles in both argentina the banda sinfonica de cordoba and china the peoples liberation army band in addition he will work with student groups in new york california manitoba nova scotia and ontario"
"<http://dbpedia.org/resource/Melissa_Trainer>","Melissa Trainer","melissa g trainer april 22 1978 in philadelphia pennsylvania is an astrobiologist who in 2004 demonstrated empirically that life could have formed on earth through the interaction of methane carbon dioxide and ultraviolet light sunlightwhile a doctoral student at the university of colorado at boulder in the department of chemistry and biochemistry and the cooperative institute for research in the environmental sciences working in the field of atmospheric chemistry she conducted two experimental studies on the formation of aerosols tholins in the early atmosphere of earth and the current atmosphere of titan project investigator owen toon reported as had been predicted in some theoretical studies we found that the production rate of aerosols declines as the abundance of co2 relative to methane increases in simulated terrestrial atmospheres 1trainer and her coexperimenters reported on their findings in astrobiology 44 409419 in a 2004 paper called haze aerosols in the atmosphere of early earth manna from heaven 2she later presented the findings at the 2006 nasa astrobiology science conference abscicon in march 2006 where she was recognized for her workraised in northern new jersey since the age of four melissa trainer attended hackensack high school from which she graduated as valedictorian in 1996 she completed her bachelor of arts degree at franklin and marshall college in lancaster pa graduating magna cum laude with a major in chemistry and a minor in abstract mathematics in 2000 she was married in september 2005"
"<http://dbpedia.org/resource/Lars_Gustafsson>","Lars Gustafsson","lars erik einar gustavsson born may 17 1936 is a swedish poet novelist and scholar he was born in vsters completed his secondary education at the vsters gymnasium and continued to uppsala university he received his licentiate degree in 1960 and was awarded his phd in theoretical philosophy in 1978 he lived in austin texas until 2003 and then returned to sweden from 1983 he served as a professor at the university of texas at austin where he taught philosophy and creative writing until may 2006 when he retired in 1981 gustafsson converted to judaismsince the late 1950s he has produced poetry novels short stories critical essays and editorials he gained international recognition as a swedish writer with literary awards such as the prix international charles veillon des essais in 1983 the heinrich steffens preis in 1986 una vita per la litteratura in 1989 a john simon guggenheim memorial foundation fellowship for poetry in 1994 and several others he has been nominated for the nobel prize in literature his major works have been translated into fifteen languages and harold bloom includes gustafsson in the western canon the books and school of the ages 1994 john updike offered high praise for gustafssons the death of a beekeeper in his collection of criticism hugging the shorethe death of a beekeeper written in 1978 is gustafssons most critically acclaimed and commercially successful novel eva stenskaer has written that it seems so effortless yet lyrical that only an artist at the height of his powers couldve produced it its main theme is the agony of disease as it follows vesslana beekeeper who is dying of cancerthrough entries he makes on notepads the books innovative structure allows gustafsson to explore identity through its expression in a variety of forms imagination memory and even the mundane details of life the books central theme is revealed by the repeated motto of the protagonist we never give up we begin anewgustafsson himself has described it as a book about pain it describes a journey into the center where pain rulesand pain can tolerate no rivalsin 2003 gustafssons novel series the cracks in the wall sprickorna i muren which explores the question of identity through the cracks or ruptures in single personality was made into a feature film directed by jimmy karlssonwhile the problem of identity has been the defining theme of gustafssons writings his social criticism has often vexed the swedish cultural elite as a result he is seen as a controversial writer in sweden rather than as one embraced by the establishmentwhen asked where he finds his inspiration gustafsson answered i listen i listen and i look creativity knows no rules you can get an idea for a novel from a little something someone says or just a face you see a rabbi once told me that when god spoke to moses in that bush it wasnt in a thundering voice it was in a very weak voice you have to listen carefully for that voice you have to be very sharpin may 2009 lars gustafsson declared that he would vote for the pirate party in the upcoming elections for the european parliament"
"<http://dbpedia.org/resource/Abu_Mustafa_al-Sheibani>","Abu Mustafa al-Sheibani","abu mustafa alsheibani born 1959 in alnasiriyah also known as hamid thajil warij alattabi or hamid alsheibani is an iraqi shia leader who commands his own insurgent group and smuggling network known as the sheibani network which became one of the iraqi special groups an arrest warrant was issued for him by the central criminal court of iraq on april 12 2005 with a reward of 200000 for information leading to his capture in 2006 he was added to the iraqi governments 41 mostwanted list he holds both iraqi and iranian nationality because he lived in exile in iran during saddam husseins rule later returned there to live in tehran after 2006 in september 2010 after iraqi prime minister nouri almaliki formed a coalition government with shia rebel leader muqtada alsadr sheibani was allowed to return to iraq along with abu deraasheibani was a former member of the supreme council for islamic revolution in iraqs badr brigades after the 2003 invasion of iraq he created an arms smuggling network linked to irans quds force the sheibani network was used to supply qais khazalis khazali network also known as asaib ahl alhaq or league of the righteous and other special groups the group is also itself responsible for numerous attacks against coalition and iraqi security forces in particular british forces in basra the sheibani network is alleged to be responsible for a bombing in july 2005 which killed three british soldiers as well as other attacks after his return to iraq in 2010 he joined forces with the khazali networkhis younger brother abu yaser alsheibani which was his second in command was captured by us forces on april 20 2007"
"<http://dbpedia.org/resource/John_Spencer_(rugby_union)>","John Spencer (rugby union)","john southern spencer born 10 august 1947 is a former england international rugby union player he was born in grassington yorkshire in 1947 and educated at cressbrook sedbergh school and queens college cambridge he has three children david hazel and emilyspencer played for cambridge in the varsity matches of 1967 1968 and 1969 he played club rugby for headingley as a centre and made his england debut at the age of 21 against ireland at lansdowne road dublin in february 1969 he went on to play 14 times for england scoring 2 tries his last game was against the presidents overseas xv in a rugby football union centenary match at twickenham in april 1971 he captained england in four internationalsspencer was selected for the 1971 british lions tour to new zealand and played in ten matches on the tour but he did not appear in any of the four test matches against the all blacks he also represented the barbarianshe is now head of club england which is part of the rfu as well as president of the wharfedale rufc in grassingtonin 2017 and the lead up to 2017 spencer will act as tour manager for the british and irish lions on their 2017 tour to new zealand"
"<http://dbpedia.org/resource/Neeraj_Patil>","Neeraj Patil","cllr dr neeraj patil kannada a kannadiga and nri from karnataka was the first mayor of asian origin in the london borough of lambeth from 20102011 he is a consultant in accident and emergency medicine who completed his fellowship from the prestigious royal college of surgeons of edinburgh and was first elected as a labour councillor for the larkhall ward in 2006 and reelected in 2010 he served as a consultant in emergency medicne at worthing hospital and was active member of kwash campaign to save the emergency services at worthing general hospitalhe has been elected from the british labour party the important event during his mayoralty was to receive the pope benedict the xvi during his official visit to london on 18 sept 2010 this was the first papal visit to the london borough of lambethhailing from the indian state of karnataka he was born in gulbarga districts kamalapura town and is now settled in the united kingdom he was awarded the award by the government of karnataka the rajyotsava award in the year 2008 for promoting accountable democracy in india dr patil has taken the initiative of installing the statue of the 12th century philosopher and founder of indian democracy lord basavanna at the albert embankment gardens in the london borough of lambeth with the support of london based pakistani muslim community south londondr neeraj patil is one of the few respected dignitaries who mesmerized the audience in his speech at the 2nd kannada vishwa sammelana held on 11 mar 2011 at belagavi karnataka addressing to a crowd of 25 millionhis famous quote during the speech was you can take indian out of india but you cannot take india out of an indian you can take a kannadiga out of karnataka but you cannot take karnataka out of the heart of a kannadigapolitical positions heldmayor of the london borough of lambeth 20102011elected as lambeth councillor20062010reelected as lambeth councillor20102014governor of kings college hospital20062007governor of st thomas hospital 20082010member of national policy forum labour party 20132015member of national executive bame labour 20092013member of nri forum karnataka 20072010board member of american academy for promoting emergency medicine in india 20132015"
"<http://dbpedia.org/resource/Hiromasa_Tanaka>","Hiromasa Tanaka","hiromasa tanaka japanese born 28 september 1981 is a japanese decathlete he won five straight national decathlon titles from 2004 to 2008 and was the gold medallist in the event at the 2009 asian athletics championships he also represented japan at the 2007 world championshipshailing from batake yamaguchi tanaka established himself domestically with backtoback decathlon wins at the japanese athletics championships in 2004 and 2005 on his first international appearance he won the bronze medal at the 2005 asian athletics championships finishing behind pavel andreev and kim kunwoo he took a third consecutive national title in 2006 a winning streak that would continue until 2009 when he was beaten by daisuke ikedaat the 2006 asian indoor athletics championships he missed out on a medal in the indoor heptathlon although he achieved 5340 points in his first major outing in the event he scored a personal best total of 7803 points for decathlon in kanazawa in june 2006 but at his first asian games that year he was far off this form and after he failed to produce a mark in the pole vault he finished in tenth place as the reigning national champion tanaka gained selection for the 2007 world championships in athletics held in osaka and he finished in 19th place overalltanaka won his first indoor medal at the 2008 asian indoor athletics championships taking the bronze at the event in doha in the absence of dmitriy karpov and the defending champion ahmed hassan moussa he won the 2009 asian athletics championships he missed the 2010 asian games"
